Edital nº 82/2021 - Apoio a projetos voltados para a inovação com demanda induzida,Desenvolvimento de projetos com demanda induzida. Transferência de tecnologia,NIT/IFC,01/03/2022 a 01/12/2022,Desenvolvimento de anestésico para utilização em peixes,Pesquisa e Inovação,Ciências Agrárias/Subárea:Recursos Pesqueiros e Engenharia de Pesca/Aquicultura,ROBILSON WEBER,Campus Araquari,Bolsa para estudante e Auxílio Financeiro para custeio,Ensino Superior,1,1,4000,5000
Edital nº 82/2021 - Apoio a projetos voltados para a inovação com demanda induzida,Desenvolvimento de projetos com demanda induzida. Transferência de tecnologia,NIT/IFC,01/03/2022 a 01/12/2022,Quantificação de camarõesmarinhos no tanque por análisede material vestigial (eDNA).,Pesquisa e Inovação,Ciências Agrárias/Subárea:Recursos Pesqueiros e Engenharia de Pesca/Aquicultura,DELANO DIAS SCHLEDER,Campus Araquari,Bolsa para estudante e Auxílio Financeiro para custeio,Mestrado,1,0,9000,5000
Edital nº 84/2021 - Edital nº 82/2021 - Apoio a projetos voltados para a inovação com demanda induzida vom MPEs.,'Os projetos tem como foco a pesquisa aplicada, desenvolvimento e inovação,visando a solução de problemas motivadas por demandas de Micro e Pequenas empresas. ',NIT/IFC,01/03/2022 a 01/12/2022,Nitretação a plasma do aço ferramenta AISI H13 aplicada no Arranjo Produtivo Local voltado para inovaçãocom a pequena empresa INDUCAL.,Pesquisa e Inovação,Engenharias/Subárea: Metalúrgica Física,MÁRIO WOLFART JR,Campus Luzerna,Bolsa para estudante e Auxílio Financeiro para custeio,Ensino Superior,1,0,3600,5000
Edital nº 84/2021 - Edital nº 82/2021 - Apoio a projetos voltados para a inovação com demanda induzida vom MPEs.,'Os projetos tem como foco a pesquisa aplicada, desenvolvimento e inovação,visando a solução de problemas motivadas por demandas de Micro e Pequenas empresas. ',NIT/IFC,01/03/2022 a 01/12/2022,Prototipagem de creme dérmico hidratante.,Pesquisa e Inovação,Ciências da Saúde/ Subárea: Farmácia/Farmacotecnia,MÁRIO LETTIERI TEIXEIRA,Campus Concórdia,Bolsa para estudante e Auxílio Financeiro para custeio,Ensino Superior,1,0,4000,5000
Edital nº 84/2021 - Edital nº 82/2021 - Apoio a projetos voltados para a inovação com demanda induzida vom MPEs.,'Os projetos tem como foco a pesquisa aplicada, desenvolvimento e inovação,visando a solução de problemas motivadas por demandas de Micro e Pequenas empresas. ',NIT/IFC,01/03/2022 a 01/12/2022,Atividade antibacteriana de óleos essenciais e seu efeito sinérgico com antibiótico sobre patógenos de peixe.,Pesquisa e Inovação,Area: Recursos Pesqueiros/:Subárea:Psicultura,JAQUELINE INES ALVES DE ANDRADE,Campus Araquari,Bolsa para estudante e Auxílio Financeiro para custeio,Ensino Superior,2,0,8000,5000
Edital nº 84/2021 - Edital nº 82/2021 - Apoio a projetos voltados para a inovação com demanda induzida vom MPEs.,'Os projetos tem como foco a pesquisa aplicada, desenvolvimento e inovação,visando a solução de problemas motivadas por demandas de Micro e Pequenas empresas. ',NIT/IFC,01/03/2022 a 01/12/2022,'Sistema integrado de plantas medicinais na Produção e Bem-Estar Animal: Avaliação de espécies botânicas.preconizadas pelo SUS em modelo experimental in vivo, utilizando leitões recém desmamados.',Pesquisa e Inovação,Ciências Agrárias/Medicina Veterinária/subárea:Farmocologia e Teraupetica Animal.,AMANDA CHAABAN,Campus Araquari,Bolsa para estudante e Auxílio Financeiro para custeio,Ensino Superior,3,0,10000,4972
Edital nº 84/2021 - Edital nº 82/2021 - Apoio a projetos voltados para a inovação com demanda induzida vom MPEs.,'Os projetos tem como foco a pesquisa aplicada, desenvolvimento e inovação,visando a solução de problemas motivadas por demandas de Micro e Pequenas empresas. ',NIT/IFC,01/03/2022 a 01/12/2022,Desenvolvimento de escovador automático para bovinos de corte.,Pesquisa e Inovação,Ciências Agrárias/subárea:Zootecnia,CARLOS EDUARDO NOGUEIRA MARTINS,Campus Araquari,Bolsa para estudante e Auxílio Financeiro para custeio,Ensino Superior,2,0,8000,5000
Edital nº 84/2021 - Edital nº 82/2021 - Apoio a projetos voltados para a inovação com demanda induzida vom MPEs.,'Os projetos tem como foco a pesquisa aplicada, desenvolvimento e inovação,visando a solução de problemas motivadas por demandas de Micro e Pequenas empresas. ',NIT/IFC,01/03/2022 a 01/12/2022,História Social Musical.,Pesquisa e Inovação,Linguística/Letras e Artes/Subárea: Artes,GIOVANI FELIPE,Campus Sombrio,Bolsa para estudante e Auxílio Financeiro para custeio,Ensino Médio,4,0,8000,5000
Edital nº 86/2021 - Edital de Pesquisa para estudantes de Ações Afirmativas - EPAF,'Seleção de de projetos de pesquisapara a concessão de bolsas de Iniciação Científica para estudantes de Ações Afirmativas do IFC a alunos regularmente matriculados nos cursos de graduação ou do ensino médio do IFC, tenham ingressado no Ensino Superior ou Técnico por meio das ações afirmativas',PROPI/IFC,01/03/2022 a 30/11/2022,'Potencialidades do uso de extratos botânicos de plantas listadas no Renisus, como opção terapêutica para leitões recém desmamados',Pesquisa,Medicina Veterinária,Amanda Chaaban,Campus Araquari,Bolsa para estudante,Ensino Superior,2,0,5400,0
Edital nº 86/2021 - Edital de Pesquisa para estudantes de Ações Afirmativas - EPAF,'Seleção de de projetos de pesquisapara a concessão de bolsas de Iniciação Científica para estudantes de Ações Afirmativas do IFC a alunos regularmente matriculados nos cursos de graduação ou do ensino médio do IFC, tenham ingressado no Ensino Superior ou Técnico por meio das ações afirmativas',PROPI/IFC,01/03/2022 a 30/11/2022,A contrarreforma do Ensino Médio em Santa Catarina: impactos na formação dos professores e das juventudes,Pesquisa,Ciências Humanas,FILOMENA LUCIA GOSSLER RODRIGUES DA SILVA,Campus Camboriú,Bolsa para estudante,Ensino Superior,1,0,3600,0
Edital nº 86/2021 - Edital de Pesquisa para estudantes de Ações Afirmativas - EPAF,'Seleção de de projetos de pesquisapara a concessão de bolsas de Iniciação Científica para estudantes de Ações Afirmativas do IFC a alunos regularmente matriculados nos cursos de graduação ou do ensino médio do IFC, tenham ingressado no Ensino Superior ou Técnico por meio das ações afirmativas',PROPI/IFC,01/03/2022 a 30/11/2022,Efeito inseticida do óleo essencial de diferentes espécies de Baccharis sp. (Asteraceae) em Sitophilus oryzae L. (Coleoptera: Curculionidae),Pesquisa,Ciências Agrárias,CARLOS EDUARDO NOGUEIRA MARTINS,Campus Araquari,Bolsa para estudante,Ensino Superior,2,0,5400,0
Edital nº 86/2021 - Edital de Pesquisa para estudantes de Ações Afirmativas - EPAF,'Seleção de de projetos de pesquisapara a concessão de bolsas de Iniciação Científica para estudantes de Ações Afirmativas do IFC a alunos regularmente matriculados nos cursos de graduação ou do ensino médio do IFC, tenham ingressado no Ensino Superior ou Técnico por meio das ações afirmativas',PROPI/IFC,01/03/2022 a 30/11/2022,A produção de conhecimento científico no Curso Superior de Tecnologia em Gestão de Turismo no Campus Avançado Sombrio – IFC: análise dos trabalhos de conclusão de curso em seus 10 anos de história,Pesquisa,Ciências Sociais Aplicadas,ANDERSON SARTORI,Campus Sombrio,Bolsa para estudante,Ensino Médio,1,0,1800,0
Edital nº 86/2021 - Edital de Pesquisa para estudantes de Ações Afirmativas - EPAF,'Seleção de de projetos de pesquisapara a concessão de bolsas de Iniciação Científica para estudantes de Ações Afirmativas do IFC a alunos regularmente matriculados nos cursos de graduação ou do ensino médio do IFC, tenham ingressado no Ensino Superior ou Técnico por meio das ações afirmativas',PROPI/IFC,01/03/2022 a 30/11/2022,Educação das Relações Étnico-Raciais: cultura e história indígena em sala de aula,Pesquisa,'Observatório social: culturas, linguagens e subjetividades',AMALIA CARDONA LEITES,Campus Ibirama,Bolsa para estudante,Ensino Médio,1,0,1800,0
Edital nº 86/2021 - Edital de Pesquisa para estudantes de Ações Afirmativas - EPAF,'Seleção de de projetos de pesquisapara a concessão de bolsas de Iniciação Científica para estudantes de Ações Afirmativas do IFC a alunos regularmente matriculados nos cursos de graduação ou do ensino médio do IFC, tenham ingressado no Ensino Superior ou Técnico por meio das ações afirmativas',PROPI/IFC,01/03/2022 a 30/11/2022,Casuística das afecções oculares associadas ao Herpesvírus felino tipo 1 na grande Florianópolis.,Pesquisa,Ciências Agrárias,ERIANE DE LIMA CAMINOTTO,Campus Araquari,Bolsa para estudante,Ensino Superior,1,0,3600,0
Edital 090/2021 - Apoio a projetos de prototipagem e transferência d e tecnologias,Foco na prototipagem e transferência de tecnologia.,NIT/IFC,01/03/2022 a 01/12/2022,Prototipagem de fertilizante Mineral,Pesquisa e Inovação,Ciências Agrárias/subárea:Agronomia,MÁRIO LETTIERI TEIXEIRA,Campus Concórdia,Bolsa para estudante e Auxílio Financeiro para custeio,Ensino Superior,1,0,4000,10000
Edital 090/2021 - - Apoio a projetos de prototipagem e transferência d e tecnologias,Foco na prototipagem e transferência de tecnologia.,NIT/IFC,01/03/2022 a 01/12/2022,Desenvolvimento de protótipo de alta fidelidade na anatomia veterinária : Sistema interativo de sustentação de esqueleto de cabeça e pescoço equino,Pesquisa e Inovação,Ciências Agrárias/subárea: Medicina Veterinária,BETHANIA DA ROCHA MEDEIROS,Campus Araquari,Bolsa para estudante e Auxílio Financeiro para custeio,Ensino Superior,2,0,5000,10000
Edital de demanda permanente - Campus Campus Campus Abelardo Luz,'Cadastrar as atividades de pesquisa e inovação, promovendo a indissociabilidade das atividades de ensino, pesquisa e extensão',Sem fomento,07/03/2022 a 22/12/2022,Inclusão da criança com deficiência na escola,Pesquisa,Educação - Educação Especial,Luciana Carlos Geroleti,Campus Abelardo Luz,Não se aplica,Não se aplica,0,12,0,0
Edital de demanda permanente - Campus Campus Campus Abelardo Luz,'Cadastrar as atividades de pesquisa e inovação, promovendo a indissociabilidade das atividades de ensino, pesquisa e extensão',Sem fomento,01/03/2022 a 31/12/2022,Educação Indígena: investigando saberes e práticas educativas,Pesquisa,Antropologia - Educação Indígena,Luciana Carlos Geroleti,Campus Abelardo Luz,Não se aplica,Não se aplica,0,2,0,0
Edital nº 05/2022 – Campus Abelardo Luz,Seleção interna de projetos de pesquisa e composição de cadastro reserva,Campus Abelardo Luz,15/07/2022 a 15/12/2022,Escola Itinerante Herdeiros do Saber e a Educação do Campo: aspectos organizativos,Pesquisa,Educação - Planejamento e Avaliação Educacional,Camila Munarini,Campus Abelardo Luz,Bolsa para estudante,Ensino Superior,1,0,2400,0
Edital nº 05/2022 – Campus Abelardo Luz,Seleção interna de projetos de pesquisa e composição de cadastro reserva,Campus Abelardo Luz,15/07/2022 a 15/12/2022,'APTIDÃO FÍSICA: Estratégias de monitoramento, intervenção na saúde e desempenho físico dos alunos do IFC-Campus Campus Abelardo Luz.',Pesquisa,Educação Física - Treinamento físico,Bruno Prestes Gomes,Campus Abelardo Luz,Bolsa para estudante,Ensino Médio,1,1,1200,0
Edital nº 12/2021 – Campus Araquari,'Seleção interna de projetos de pesquisa, com o fim de compor cadastro reserva, para apoio com bolsas de iniciação científica',Campus Araquari,01/03/2022 a 30/11/2022,Isolamento de bacteriófagos líticos de bactérias patogênicas associadas com mastite caprina,Pesquisa,Ciências Ambientais,André Luis Fachini de Souza,Campus Araquari,Bolsa para estudante,Ensino Superior,1,0,3600,0
Edital nº 12/2021 – Campus Araquari,'Seleção interna de projetos de pesquisa, com o fim de compor cadastro reserva, para apoio com bolsas de iniciação científica',Campus Araquari,01/03/2022 a 30/11/2022,Uso de Gonadotrofina Coriônica Humana (hCG) para o controle do intervalo entre estros em leitoas,Pesquisa,Medicina Veterinária / Reprodução Animal,Ivan Bianchi,Campus Araquari,Bolsa para estudante,Ensino Superior,1,2,3600,0
Edital nº 12/2021 – Campus Araquari,'Seleção interna de projetos de pesquisa, com o fim de compor cadastro reserva, para apoio com bolsas de iniciação científica',Campus Araquari,01/03/2022 a 30/11/2022,Hipocalcemia em ovinos no periparto,Pesquisa,Medicina Veterinária / Clínica e Cirurgia Animal,Elizabeth Schwegler,Campus Araquari,Bolsa para estudante,Ensino Superior,1,1,3600,0
Edital nº 12/2021 – Campus Araquari,'Seleção interna de projetos de pesquisa, com o fim de compor cadastro reserva, para apoio com bolsas de iniciação científica',Campus Araquari,01/03/2022 a 30/11/2022,'Tempo de estocagem de ovos, idade de postura e linhagem de matrizes pesadas sobre os parâmetros zootécnicos do frango',Pesquisa,Zootecnia / Produção Animal,Vanessa Peripolli,Campus Araquari,Bolsa para estudante,Ensino Superior,1,1,3600,0
Edital nº 12/2021 – Campus Araquari,'Seleção interna de projetos de pesquisa, com o fim de compor cadastro reserva, para apoio com bolsas de iniciação científica',Campus Araquari,01/03/2022 a 30/11/2022,Desenvolvimento de aplicativo para avaliar a aptidão dos futuros Médicos Veterinários na área de alimentos.,Pesquisa,Medicina Veterinária / Inspeção de Produtos de Origem Animal,Eriane de Lima Caminotto,Campus Araquari,Bolsa para estudante,Ensino Superior,1,0,3600,0
Edital nº 12/2021 – Campus Araquari,'Seleção interna de projetos de pesquisa, com o fim de compor cadastro reserva, para apoio com bolsas de iniciação científica',Campus Araquari,01/03/2022 a 30/11/2022,Efeito inseticida do óleo essencial de diferentes espécies de Baccharis sp. (Asteraceae) em Lucílía cuprina Wied. (Dir)tera: Calliphoridae),Pesquisa,Medicina Veterinária / Medicina Veterinária Preventiva,Carlos Eduardo Nogueira Martins,Campus Araquari,Bolsa para estudante,Ensino Superior,1,4,3600,0
Edital nº 12/2021 – Campus Araquari,'Seleção interna de projetos de pesquisa, com o fim de compor cadastro reserva, para apoio com bolsas de iniciação científica',Campus Araquari,01/03/2022 a 30/11/2022,Efeito da idade de matriz sobre o desempenho zootécnico de frangos e sua relação no desenvolvimento de artrites infecciosas por reovírus,Pesquisa,Medicina Veterinária / Medicina Veterinária Preventiva,Fabiana Moreira,Campus Araquari,Bolsa para estudante,Ensino Superior,1,1,3600,0
Edital nº 12/2021 – Campus Araquari,'Seleção interna de projetos de pesquisa, com o fim de compor cadastro reserva, para apoio com bolsas de iniciação científica',Campus Araquari,01/03/2022 a 30/11/2022,Avaliação de cultivares de arroz quanto à tolerância ao estresse salino na fase vegetativa,Pesquisa,Agronomia / Fitotecnia,Daniel da Rosa Farias,Campus Araquari,Bolsa para estudante,Ensino Superior,1,1,3600,0
Edital nº 15/2021 – Campus Araquari,'Cadastrar, validar e registrar os Projetos de Pesquisa e
Inovação, na modalidade de Demanda Permanente, com Estudante Voluntário e/ou com
envolvimento dos alunos em atividades de iniciação científica e tecnológica, a serem
desenvolvidos nos campi do IFC no ano letivo de 2021',Sem fomento,01/10/2021 a 31/03/2022,Associação de doses de fósforo e solubilizador de fosfato no desempenho produtivo do feijoeiro ,Pesquisa,Agronomia / Ciência do solo,Neiva Mara Batista Vieira,Campus Araquari,Não se aplica,Não se aplica,0,2,0,0
Edital nº 15/2021 – Campus Araquari,'Cadastrar, validar e registrar os Projetos de Pesquisa e
Inovação, na modalidade de Demanda Permanente, com Estudante Voluntário e/ou com
envolvimento dos alunos em atividades de iniciação científica e tecnológica, a serem
desenvolvidos nos campi do IFC no ano letivo de 2021',Sem fomento,01/10/2021 a 31/05/2022,A Estatística como Ferramenta Tecnológica para a Interpretação de Dados Ambientais,Pesquisa,Probabilidade e Estatística / Probabilidade e Estatística Aplicadas,Deivisson Ferreira da Silva,Campus Araquari,Não se aplica,Não se aplica,0,1,0,0
Edital nº 9/2021 – Campus Blumenau,Projetos de pesquisa em demanda permanente,Sem fomento,9 meses,Estudo de viabilidade para o desenvolvimento de um controlador lógico programável com menor custo,pesquisa,Engenharias,Alessandro Braatz,Campus Blumenau,Não se aplica,Não se aplica,0,8,0,0
Edital Unificado nº 03/2022 – Campus Brusque,'Fomentar e apoiar o desenvolvimento de projetos de pesquisa, extensão, ensino, monitorias, integrados e de ação social, com a finalidade de fortalecer a articulação entre teoria e prática, a formação omnilateral e a integração curricular em seus diferentes aspectos.',Campus Brusque,01/05/2022 a 31/12/2022,História da Educação de Santa Catarina (1738-1822),Pesquisa,'Área: História
Subárea: História do Brasil ',Gilian Evaristo França Silva,Campus Brusque,Bolsa para estudante,Ensino Superior,2,0,6400,0
Edital Unificado nº 03/2022 – Campus Brusque,'Fomentar e apoiar o desenvolvimento de projetos de pesquisa, extensão, ensino, monitorias, integrados e de ação social, com a finalidade de fortalecer a articulação entre teoria e prática, a formação omnilateral e a integração curricular em seus diferentes aspectos.',Campus Brusque,01/05/2022 a 31/12/2022,'Análise antimicrobiana do lúpulo (Humulus
lupulus) em mosto cervejeiro',Pesquisa,'Área: Microbiologia
Subárea: Microbiologia aplicada ',Tatiane Sueli Coutinho,Campus Brusque,Bolsa para estudante,Ensino Médio,2,3,3200,0
Edital Unificado nº 03/2022 – Campus Brusque,'Fomentar e apoiar o desenvolvimento de projetos de pesquisa, extensão, ensino, monitorias, integrados e de ação social, com a finalidade de fortalecer a articulação entre teoria e prática, a formação omnilateral e a integração curricular em seus diferentes aspectos.',Campus Brusque,01/05/2022 a 31/12/2022,'Cerveja probiótica: uma inovação para o
mercado cervejeiro',Pesquisa,'Área: Microbiologia
Subárea: Microbiologia aplicada ',Tatiane Sueli Coutinho,Campus Brusque,Bolsa para estudante,Ensino Médio,2,3,3200,0
Edital Unificado nº 03/2022 – Campus Brusque,'Fomentar e apoiar o desenvolvimento de projetos de pesquisa, extensão, ensino, monitorias, integrados e de ação social, com a finalidade de fortalecer a articulação entre teoria e prática, a formação omnilateral e a integração curricular em seus diferentes aspectos.',Campus Brusque,01/05/2022 a 31/12/2022,Religiões e religiosidade em Brusque: um olhar sobre a influência europeia no contexto religioso de Brusque e suas imbricações no desenvolvimento do capitalismo na cidade.,Pesquisa,'Área: História do Brasil
Subárea: História Regional do Brasil ',Paulo Roberto de Souza,Campus Brusque,Bolsa para estudante,Ensino Médio,1,1,1600,0
Edital Unificado nº 03/2022 – Campus Brusque,'Fomentar e apoiar o desenvolvimento de projetos de pesquisa, extensão, ensino, monitorias, integrados e de ação social, com a finalidade de fortalecer a articulação entre teoria e prática, a formação omnilateral e a integração curricular em seus diferentes aspectos.',Campus Brusque,01/05/2022 a 31/12/2022,'Habita IFC: clube de arte / O que pode a arte? Uma pesquisa artística sobre cidade, espaço e habitação',Pesquisa,'Área: Artes
Subárea: Música ',Daniel Zanella dos Santos,Campus Brusque,Bolsa para estudante,Ensino Médio,1,0,1600,0
